"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Jay Hughes","13.8","4.9","1.3","6.2","78.7","7.6","","1006154"
"Roger Craig","11.5","4.4","-0.1","4.2","68.9","7.3","","1002723"
"Hal Gregg","0.8","0.1","-6.5","-6.3","65.8","7.2","","1005020"
"Vito Tamulis","5.9","-1.6","0.4","-1.2","69.6","7.1","","1012817"
"Jack Dunn","9.2","1.7","0.5","2.2","79.0","7.0","","1003573"
"Jeff Weaver","6.5","1.0","-1.4","-0.4","68.7","6.9","$30.6","503"
"Jumbo Elliott","7.5","1.7","-1.1","0.7","70.9","6.9","","1003741"
"John Harkins","0.2","-1.7","-4.9","-6.6","78.7","6.8","","1005364"
"Larry Cheney","7.3","2.8","-2.2","0.6","55.6","6.7","","1002176"
"Rick Rhoden","8.5","1.7","0.1","1.8","62.2","6.7","","1010887"
"Alex Wood","5.9","0.5","-1.3","-0.8","64.1","6.7","$53.6","13781"
"Elmer Stricklett","0.9","-1.8","-3.6","-5.4","55.1","6.2","","1012614"
"Russ Meyer","4.2","-1.3","-0.7","-2.0","60.9","6.2","","1008833"
"Rich Hill","8.1","2.3","-0.3","2.0","58.8","6.1","$48.8","4806"
"Doc Scanlan","9.2","3.4","-0.2","3.2","55.3","6.1","","1011490"
"Oscar Jones","2.2","-0.7","-3.2","-3.9","58.1","6.0","","1006580"
"Dan Daub","6.9","1.7","-0.8","0.9","80.2","6.0","","1003003"
"Tim Leary","5.2","-0.5","0.2","-0.3","47.4","5.5","","1007438"
"Vic Lombardi","8.4","3.9","-1.0","2.9","52.4","5.5","","1007722"
"Harry McIntire","0.7","-2.9","-1.9","-4.8","48.6","5.5","","1008571"
"Ned Garvin","5.1","2.4","-2.5","-0.1","50.6","5.2","","1004559"
"Al Mamaux","4.0","-0.4","-0.7","-1.2","46.0","5.2","","1008049"
"Harley Payne","4.4","-1.3","0.6","-0.7","62.8","5.1","","1010094"
"Ed Head","5.1","0.3","-0.2","0.1","45.8","5.0","","1005542"
"Hugh Casey","6.4","1.2","0.1","1.4","48.9","5.0","","1002039"
"Ray Benge","3.9","0.6","-1.7","-1.1","49.5","5.0","","1000831"
"Randy Wolf","5.7","1.7","-1.0","0.8","48.5","4.9","$29.9","976"
"Dave Foutz","6.0","0.6","0.6","1.2","52.2","4.8","","1004266"
"Sloppy Thurston","5.1","-1.3","1.6","0.3","50.3","4.8","","1013053"
"Sal Maglie","7.6","2.2","0.7","2.9","43.7","4.7","","1007968"
"Tot Pressnell","4.9","0.0","0.6","0.6","43.1","4.3","","1010524"
"Ed Reulbach","6.0","1.8","-0.2","1.6","38.8","4.3","","1010850"
"Rube Melton","4.6","0.6","-0.3","0.3","39.3","4.3","","1008757"
"Mickey Hughes","8.0","2.2","1.5","3.7","44.6","4.3","","1006160"
"Doug McWeeny","8.2","4.6","-0.6","4.0","42.1","4.2","","1008698"
"Clarence Mitchell","1.8","-2.0","-0.5","-2.4","38.5","4.2","","1008998"
"Joe Yeager","2.1","-1.2","-0.9","-2.1","44.0","4.2","","1014331"
"Cy Barger","3.6","-1.6","1.1","-0.5","39.4","4.1","","1000541"
"Chris Capuano","2.2","-0.7","-1.2","-1.8","37.0","4.0","$26.9","1701"
"Ted Lilly","3.8","3.3","-3.4","-0.1","36.2","3.9","$26.9","833"
"Julio Urias","3.1","-0.6","0.0","-0.6","35.9","3.7","$29.7","14765"
"Terry Adams","1.8","-1.4","-0.5","-1.9","35.3","3.7","","946"
"Ross Stripling","3.9","-0.4","0.7","0.3","34.5","3.6","$29.2","13273"
"Kaiser Wilhelm","1.4","-0.8","-1.5","-2.3","30.9","3.6","","1013947"
"Doc McJames","1.6","-0.9","-1.1","-2.0","39.8","3.6","","1008576"
"Bob Ojeda","3.6","-0.9","1.0","0.1","32.0","3.5","","1009756"
"Ray Phelps","2.3","-1.0","-0.2","-1.2","37.1","3.5","","1010279"
"Doc Newton","7.5","3.0","1.1","4.1","33.8","3.5","","1009550"
"Danny McDevitt","1.9","-1.8","0.3","-1.5","31.9","3.4","","1008452"
"Karl Spooner","2.8","0.7","-1.3","-0.6","29.7","3.4","","1012351"
"Bill Doak","5.5","3.8","-1.6","2.1","34.8","3.4","","1003336"
"Rex Barney","4.0","4.5","-3.9","0.7","33.4","3.4","","1000571"
"Wilson Alvarez","2.0","-0.4","-1.0","-1.4","31.6","3.4","$14.2","1193"
"Dutch Leonard","4.1","0.1","0.8","0.9","32.6","3.2","","1007533"
"Frank Allen","3.0","0.2","-0.5","-0.2","30.5","3.2","","1000140"
"Erv Palica","4.0","0.5","0.2","0.7","32.1","3.2","","1009967"
"Fred Heimach","0.8","-1.4","-1.0","-2.4","32.2","3.2","","1005591"
"Johnny Babich","-2.1","-2.4","-2.9","-5.3","32.3","3.2","","1000396"
"Larry French","4.3","0.2","1.0","1.1","27.9","3.2","","1004338"
"Joe McGinnity","5.8","1.3","1.4","2.7","34.1","3.1","","1008527"
"Earl Yingling","3.3","-0.9","1.1","0.2","27.6","3.1","","1014346"
"Fred Frankhouse","4.9","1.3","0.6","1.8","31.7","3.1","","1004297"
"Ed Brandt","4.2","0.5","0.7","1.2","30.9","3.0","","1001348"
"Wheezer Dell","5.4","1.0","1.6","2.5","23.5","2.8","","1003177"
"Dave Goltz","-0.3","-3.2","0.2","-3.1","24.7","2.8","","1004818"
"Waite Hoyt","1.0","0.1","-1.9","-1.8","26.7","2.8","","1006115"
"Rick Sutcliffe","2.0","0.7","-1.5","-0.7","25.6","2.7","","1012734"
"Tom Zachary","3.4","-1.0","1.6","0.6","27.6","2.7","","1014405"
"Dolf Luque","3.9","0.8","0.4","1.2","30.6","2.7","","1007843"
"Bob Miller","2.2","-0.6","0.2","-0.5","23.1","2.7","","1008877"
"Kazuhisa Ishii","3.4","2.2","-1.5","0.7","27.5","2.7","$11.1","655"
"Rube Ehrhardt","2.8","2.0","-1.8","0.2","27.7","2.6","","1003709"
"Andy Ashby","2.2","-0.3","-0.1","-0.4","26.1","2.6","$9.8","637"
"Sam Kimber","0.8","0.2","-1.9","-1.7","29.4","2.5","","1006915"
