"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Noodles Hahn","0.1","0.0","-0.7","-0.7","6.3","0.8","","1005205"
"Deivi Garcia","0.2","0.0","-0.5","-0.5","7.7","0.8","$6.2","20276"
"Sam McDowell","0.6","0.6","-0.8","-0.2","6.7","0.8","","1008476"
"Steve Roser","0.6","0.0","-0.2","-0.2","6.9","0.8","","1011220"
"King Cole","0.7","-0.5","0.4","-0.1","6.7","0.8","","1002416"
"Jimmie DeShong","1.2","1.6","-1.1","0.5","8.1","0.7","","1003229"
"Aaron Small","1.1","0.1","0.3","0.4","6.2","0.7","$3.4","1477"
"Chris Capuano","-0.3","-0.3","-0.7","-1.1","6.7","0.7","$5.5","1701"
"Cy Pieh","1.0","0.3","0.0","0.3","6.0","0.7","","1010323"
"Jonathan Loaisiga","0.7","-0.3","0.4","0.0","6.4","0.7","$5.3","19753"
"Rob Gardner","0.2","0.0","-0.5","-0.5","5.4","0.7","","1004531"
"Bill Gullickson","0.3","0.3","-0.6","-0.4","6.7","0.6","","1005136"
"Al Shealy","-0.6","-1.4","0.2","-1.2","6.3","0.6","","1011832"
"Don Brennan","-0.3","-0.4","-0.5","-0.9","6.4","0.6","","1001389"
"Curt Young","0.7","0.0","0.1","0.1","5.6","0.6","","1014368"
"Red Embree","1.0","0.3","0.1","0.4","6.1","0.6","","1003763"
"Myles Thomas","0.6","-0.2","0.2","0.0","6.2","0.6","","1012988"
"John Deering","0.2","0.2","-0.5","-0.4","5.7","0.6","","1003136"
"Bryan Mitchell","0.4","-0.4","0.2","-0.2","5.8","0.6","$4.7","11479"
"Don Johnson","0.4","-0.2","0.1","-0.1","5.5","0.6","","1006448"
"Terry Mulholland","-0.9","-0.6","-0.8","-1.4","6.0","0.5","","665"
"Don Hood","1.0","-0.1","0.6","0.5","5.0","0.5","","1005994"
"Doyle Alexander","0.1","1.6","-2.0","-0.4","3.9","0.5","","1000122"
