playerid,Name
1003358,John Doherty
1002820,Alvin Crowder
1007649,Felipe Lira
1004381,Woodie Fryman
1001033,Willie Blair
1013766,Ed Wells
1009011,Willie Mitchell
1001821,Les Cain
1010785,Phil Regan
1011031,Dave Roberts
1007894,Duke Maas
1277,Kenny Rogers
1014304,Whit Wyatt
1007255,Lerrin LaGrow
1006901,Mike Kilkenny
1006505,Syl Johnson
1014331,Joe Yeager
1004719,George Gill
1000970,Jack Billingham
4222,Armando Galarraga
1014258,Ralph Works
1009582,Joe Niekro
569,Dave Mlicki
1011073,Jeff Robinson
1007406,Roxie Lawson
1006343,Bill James
462,Nate Cornejo
1009122,Mike Moore
1006511,Walter Johnson
1001098,Bert Blyleven
1006660,Jim Kaat
1010039,Camilo Pascual
748,Brad Radke
1007533,Dutch Leonard
755,Johan Santana
1004818,Dave Goltz
1013435,Frank Viola
1010213,Jim Perry
1012824,Kevin Tapani
1006141,Sid Hudson
1010056,Case Patten
1002820,Alvin Crowder
1002130,Dean Chance
6176,Scott Baker
1014405,Tom Zachary
1010445,Bob Porterfield
1011824,Jim Shaw
1009546,Bobo Newsom
1000387,Doc Ayers
1005189,Mickey Haefner
1005081,Bob Groom
1006163,Tom Hughes
1005186,Bump Hadley
743,Eric Milton
1012548,Chuck Stobbs
10123,Kyle Gibson
1001222,Dave Boswell
1008100,Firpo Marberry
1008789,Jim Merritt
3201,Francisco Liriano
137,Scott Erickson
1014309,Early Wynn
1009029,George Mogridge
1008230,Walt Masterson
1013866,Earl Whitehill
1007135,Jack Kralick
1014410,Geoff Zahn
1010681,Pedro Ramos
14168,Jose Berrios
1011496,Ray Scarborough
1007103,Jerry Koosman
1001540,Lloyd Brown
1004952,Mudcat Grant
1006589,Sam Jones
1004460,Bert Gallia
1008126,Connie Marrero
1003812,Roger Erickson
1002164,Ken Chase
1005379,Harry Harper
1012181,Mike Smithson
740,Joe Mays
1012110,Charlie Smith
1013702,Monte Weaver
7450,Phil Hughes
790,Carl Pavano
1000216,Allan Anderson
3200,Ervin Santana
1002682,Stan Coveleski
739,Kyle Lohse
1014193,Roger Wolff
6397,Jake Odorizzi
1001368,Garland Braxton
9918,Kevin Slowey
973,Carlos Silva
1001676,Bobby Burke
1011585,Johnny Schmitz
1012534,Dick Stigman
1001115,Joe Boehling
1009596,Johnny Niggeling
1001762,John Butcher
1009857,Al Orth
1012941,Bob Tewksbury
1006824,Russ Kemmerer
1003913,Cy Falkenberg
1012561,Dean Stone
1010751,Pete Redfern
1007134,Joe Krakauskas
1007471,Watty Lee
1013971,Albert Williams
1013511,Dixie Walker
1011106,Frank Rodriguez
1013145,Happy Townsend
1003127,Joe Decker
1012524,Lefty Stewart
1007651,Hod Lisenbee
5203,Mike Pelfrey
1011291,Dutch Ruether
1001990,Bill Carrick
4270,Nick Blackburn
1001983,Alex Carrasquel
750,Rick Reed
3830,Ricky Nolasco
1003229,Jimmie DeShong
4064,Brian Duensing
1014236,Dick Woodson
1000283,Pete Appleton
1004010,Wes Ferrell
1007453,Don Lee
1008448,Mickey McDermott
1011620,Ken Schrom
1002057,Bobby Castillo
729,LaTroy Hawkins
1006294,Darrell Jackson
1004968,Dolly Gray
2159,Boof Bonser
1004067,Carl Fischer
1012996,Tommy Thomas
5089,Scott Diamond
1010334,Marino Pieretti
1005507,Brad Havens
1003806,Eric Erickson
1014185,Barney Wolfe
1767,Kevin Correia
1006157,Jim Hughes
1011841,Spec Shea
1006317,Beany Jacobson
1012202,Roy Smith
1011045,Rich Robertson
1005534,Joe Haynes
1009165,Julio Moreno
1002678,Harry Courtney
1005056,Hal Griggs
1003777,Joe Engel
1007887,Ted Lyons
1003889,Red Faber
1010326,Billy Pierce
1013570,Ed Walsh
225,Mark Buehrle
1002236,Eddie Cicotte
1014248,Wilbur Wood
1007468,Thornton Lee
1006025,Joe Horlen
1010228,Gary Peters
10603,Chris Sale
1008473,Jack McDowell
1006515,Tommy John
1013864,Doc White
1003993,Alex Fernandez
1011684,Jim Scott
11423,Jose Quintana
1011321,Reb Russell
1001702,Britt Burns
1012996,Tommy Thomas
1000860,Joe Benz
6329,John Danks
1003395,Dick Donovan
1003424,Richard Dotson
232,Jon Garland
1010382,Juan Pizarro
1010961,Johnny Rigney
1012139,Frank Smith
3886,Gavin Floyd
1014015,Lefty Williams
1660,Jose Contreras
801,Javier Vazquez
1000516,Floyd Bannister
1006114,La Marr Hoyt
1193,Wilson Alvarez
1001316,Tom Bradley
1014309,Early Wynn
1012132,Eddie Smith
1010071,Roy Patterson
1077,Freddy Garcia
1005684,Ray Herbert
1007748,Ed Lopat
1012015,Mike Sirotka
1001054,Ted Blankenship
1000191,Nick Altrock
1006660,Jim Kaat
1013203,Virgil Trucks
1003289,Bill Dietrich
1005435,Jack Harshman
1051,Jake Peavy
1013933,Bill Wight
1001788,John Buzhardt
1064,James Baldwin
1006422,Bart Johnson
1013882,John Whitehead
1006871,Dickie Kerr
1005100,Orval Grove
1013197,Steve Trout
1009916,Frank Owen
1012602,Monty Stratton
1310,Esteban Loaiza
1011025,Charlie Robertson
1006186,Johnny Humphries
1011143,Saul Rogovin
1007147,Ken Kravec
1005764,Greg Hibbard
1005534,Joe Haynes
1006589,Sam Jones
1011708,Tom Seaver
1006851,Vern Kennedy
15474,Lucas Giolito
1000414,Stan Bahnsen
1012573,Steve Stone
16137,Carlos Rodon
1013053,Sloppy Thurston
1005143,Randy Gumpert
1000603,Francisco Barrios
1003344,Joe Dobson
1011819,Bob Shaw
1007564,Dixie Leverett
1010183,Melido Perez
1007053,Jack Knott
250,Jim Parque
375,Bartolo Colon
16400,Reynaldo Lopez
1006744,Bob Keegan
1014089,Jim Wilson
1000689,Ross Baumgarten
1001847,Nixey Callahan
1000683,Frank Baumann
1004567,Milt Gaston
1002513,Sarge Connally
1005038,Clark Griffith
1009985,Frank Papish
1006071,Bruce Howard
1008382,Kirk McCaskill
1007318,Frank Lange
266,Jason Bere
1014264,Rich Wortham
1006929,Eric King
1011224,Buck Ross
1007727,Bill Long
1009465,Jaime Navarro
1013961,Roy Wilkinson
1009786,Fred Olmstead
1001933,Pat Caraway
1002916,Mike Cvengros
1006050,Charlie Hough
1013063,Les Tietje
1004307,Vic Frazier
258,Dan Wright
1004129,Patsy Flaherty
1000075,Grady Adkins
7059,James Shields
840,Andy Pettitte
1004227,Whitey Ford
1005124,Ron Guidry
1011296,Red Ruffing
1004821,Lefty Gomez
837,Mike Mussina
1012579,Mel Stottlemyre
1010161,Herb Pennock
404,CC Sabathia
1002179,Jack Chesbro
1011825,Bob Shawkey
1006115,Waite Hoyt
1010227,Fritz Peterson
1002133,Spud Chandler
1006515,Tommy John
1010702,Vic Raschi
815,Roger Clemens
1010860,Allie Reynolds
1007748,Ed Lopat
1003450,Al Downing
1001832,Ray Caldwell
15764,Masahiro Tanaka
1680,David Cone
1010605,Jack Quinn
1004095,Ray Fisher
1004223,Russ Ford
1001166,Tiny Bonham
855,David Wells
1009857,Al Orth
1010363,George Pipgras
1012929,Ralph Terry
823,Orlando Hernandez
1008310,Rudy May
1006885,Jimmy Key
15890,Luis Severino
1008313,Carl Mays
1010958,Dave Righetti
1010183,Melido Perez
1004037,Ed Figueroa
1008714,Doc Medich
1013628,Jack Warhop
2074,Chien-Ming Wang
1009029,George Mogridge
1006199,Catfish Hunter
1000414,Stan Bahnsen
1006589,Sam Jones
1011918,Urban Shocker
5372,Michael Pineda
3283,Hiroki Kuroda
1001208,Hank Borowy
1010111,Monte Pearson
1000150,Johnny Allen
1001754,Joe Bush
1001241,Jim Bouton
1011324,Marius Russo
1013225,Bob Turley
7450,Phil Hughes
1006097,Harry Howell
1000937,Bill Bevens
60,Randy Johnson
1008527,Joe McGinnity
1003376,Atley Donald
1007005,Steve Kline
1003345,Pat Dobson
1010487,Jack Powell
1010719,Shane Rawley
1012375,Bill Stafford
1007262,Joe Lake
1007196,Johnny Kucks
1012654,Tom Sturdivant
1001453,Johnny Broaca
1006735,Ray Keating
1005038,Clark Griffith
1013384,Hippo Vaughn
1994,Ivan Nova
1011422,Scott Sanderson
1013054,Luis Tiant
1010703,Dennis Rasmussen
1006681,Scott Kamieniecki
1013056,Dick Tidrow
1005927,Bill Hogg
1001403,Marv Breuer
836,Ramiro Mendoza
1009583,Phil Niekro
512,A.J. Burnett
1003469,Slow Joe Doyle
1008563,Marty McHale
1005186,Bump Hadley
1008406,George McConnell
1009550,Doc Newton
1010887,Rick Rhoden
1002864,Nick Cullop
1003328,Art Ditmar
1009951,Joe Page
824,Sterling Hitchcock
1006164,Tom Hughes
1008069,Rube Manning
1011373,Johnny Sain
1000012,Jim Abbott
1007359,Don Larsen
1009184,Tom Morgan
1007438,Tim Leary
1011855,Rollie Sheldon
1014460,Bill Zuber
1011841,Spec Shea
1007775,Slim Love
1004852,Dwight Gooden
1255,Hideki Irabu
1013035,Hank Thormahlen
1003517,Monk Dubiel
1011874,Roy Sherid
1011310,Allan Russell
1001801,Tommy Byrne
1013766,Ed Wells
801,Javier Vazquez
1002463,Rip Collins
1006764,Mike Kekich
1006461,Hank Johnson
1012726,Steve Sundra
1005514,Andy Hawkins
1012813,Fred Talbot
